curated_smiles,receptor,pChEMBL,molecule_chembl_id
Cc1cccc(S(=O)(=O)NCCN2CC=C(c3c[nH]c4ccc(Cl)cc34)CC2)c1,D2,7.866649016557956,CHEMBL4065568
Cc1cccc(S(=O)(=O)NCCN2CC=C(c3c[nH]c4ccc(F)cc34)CC2)c1,5HT1A,6.958607314841775,CHEMBL4078873
Cc1cccc(S(=O)(=O)NCCN2CC=C(c3c[nH]c4ccc(F)cc34)CC2)c1,5HT6,7.468521082957745,CHEMBL4078873
Cc1cccc(S(=O)(=O)NCCN2CC=C(c3c[nH]c4ccc(F)cc34)CC2)c1,D2,7.698970004336019,CHEMBL4078873
Cc1cccc(S(=O)(=O)NCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,5HT2A,8.455931955649724,CHEMBL3289990
Cc1cccc(S(=O)(=O)NCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,5HT6,6.6777807052660805,CHEMBL3289990
Cc1cccc(S(=O)(=O)NCCN2CCC(c3noc4cc(F)ccc34)CC2)c1,D2,7.698970004336019,CHEMBL3289990
Cc1cccc(S(=O)(=O)NCCN2CCN(c3nsc4ccccc34)CC2)c1,5HT2A,8.05551732784983,CHEMBL3289708
Cc1cccc(S(=O)(=O)NCCN2CCN(c3nsc4ccccc34)CC2)c1,5HT6,6.366531544420413,CHEMBL3289708
Cc1cccc(S(=O)(=O)NCCN2CCN(c3nsc4ccccc34)CC2)c1,D2,7.366531544420414,CHEMBL3289708
