curated_smiles,receptor,pChEMBL,molecule_chembl_id
,5HT1A,4.522878745280337,CHEMBL503160
,5HT2A,4.522878745280337,CHEMBL503160
,D2,4.522878745280337,CHEMBL503160
,Delta,4.522878745280337,CHEMBL503160
,H1,4.522878745280337,CHEMBL503160
BrCC[Se]c1ccccc1,Kappa,4.823908740944319,CHEMBL158014
Brc1c(NC2=NCCN2)ccc2nccnc12,5HT1A,5.301029995663981,CHEMBL844
Brc1c(NC2=NCCN2)ccc2nccnc12,5HT2A,4.522878745280337,CHEMBL844
Brc1c(NC2=NCCN2)ccc2nccnc12,D2,4.522878745280337,CHEMBL844
Brc1c(NC2=NCCN2)ccc2nccnc12,Delta,4.522878745280337,CHEMBL844
Brc1c(NC2=NCCN2)ccc2nccnc12,H1,4.522878745280337,CHEMBL844
Brc1ccc(C2=NNC(c3ccc(N4CCCCC4)cc3)C2)s1,Kappa,4.667561540084395,CHEMBL2238298
Brc1ccc(CNCCN2CCN(Cc3cc4ccccc4[nH]3)CC2)cc1,D2,5.2839966563652006,CHEMBL3622101
Brc1ccc(CNc2ccc3c(c2)[C@H]2c4cc(NCc5ccc(Br)cc5)ccc4[C@H](C3)N3CCC[C@@H]23)cc1,Delta,5.275724130399211,CHEMBL3707076
Brc1ccc(CSc2nnc(-c3ccccn3)n2Cc2ccco2)cc1,Delta,4.494850021680094,CHEMBL1311570
Brc1ccc(CSc2nnc(-c3ccccn3)n2Cc2cccs2)cc1,Delta,4.494850021680094,CHEMBL1733721
Brc1ccc(N2CCN(Cc3ccccc3)CC2)c2cc[nH]c12,D2,7.327902142064282,CHEMBL90476
Brc1ccc(N2CCNCC2)c2ccccc12,5HT6,7.267606240177031,CHEMBL180298
Brc1ccc(NC2=NCc3c([nH]c4ccccc34)S2)cc1,Kappa,5.0,CHEMBL2442563
Brc1ccc(NC2=Nc3ccccc3CC2)cc1,Delta,4.033693970700339,CHEMBL1345947
Brc1ccc(NCCN2CCN(CCc3c[nH]c4ccccc34)CC2)cc1,D2,7.297241446511812,CHEMBL3622097
Brc1ccc(NCCN2CCN(Cc3cc4ccccc4[nH]3)CC2)cc1,D2,6.036212172654444,CHEMBL3622093
Brc1ccc(OCC2CCN(CC3CC3)CC2)cc1,D2,5.0,CHEMBL46880
Brc1ccc(OCCc2ccccc2)c(OC2CNC2)c1,5HT6,7.568636235841012,CHEMBL5801143
Brc1ccc(Oc2ccccc2)c(OC2CNC2)c1,5HT6,7.337242168318426,CHEMBL5849435
Brc1ccc2[nH]cc(CCCN3CCN(CCCc4c[nH]c5ccc(Br)cc45)CC3)c2c1,5HT1A,5.920818753952375,CHEMBL3092350
Brc1ccc2[nH]cc(CCCN3CCN(CCCc4c[nH]c5ccccc45)CC3)c2c1,5HT1A,7.823908740944319,CHEMBL3092351
Brc1ccc2[nH]nc(C3=CCCNC3)c2c1,5HT2A,6.723538195826755,CHEMBL5424175
Brc1ccc2c(c1)C1CN(Cc3ccccc3)CC1CO2,D2,6.799993270267818,CHEMBL418321
Brc1ccc2c(c1)[C@H]1O[C@H](Cn3oc4ccc(-c5ccccc5)cc43)C[C@H]1c1ccccc1O2,5HT2A,6.512861624522813,CHEMBL194442
Brc1ccc2c(c1)[C@H]1O[C@H](Cn3oc4ccc(CN5CCOCC5)cc43)C[C@H]1c1ccccc1O2,5HT2A,6.723538195826755,CHEMBL381000
Brc1ccc2c(c1)[C@H]1O[C@H](Cn3oc4ccc(N5CCOCC5)cc43)C[C@H]1c1ccccc1O2,5HT2A,6.514278573518419,CHEMBL372244
Brc1ccc2c(c1)[C@H]1c3cc(Br)ccc3[C@H](C2)N2CCC[C@@H]12,Delta,5.29929628285498,CHEMBL3707097
Brc1ccc2c(c1)c1c3n2CCN(Cc2ccccc2)C3CCC1,5HT1A,4.579054594078028,CHEMBL3403336
Brc1ccc2c(c1)c1c3n2CCN(Cc2ccccc2)C3CCC1,5HT2A,4.599980364934842,CHEMBL3403336
Brc1ccc2c(c1)c1c3n2CCN(Cc2ccccc2)C3CCC1,5HT6,4.895171596346344,CHEMBL3403336
Brc1ccc2c3c1CCCCN3CCNC2,5HT2A,4.301029995663981,CHEMBL4642956
Brc1ccc2c3c1CCN3CCNC2,5HT2A,5.411954370472159,CHEMBL4635854
Brc1ccc2ccn(CCN3CCCN4CCCCC4C3)c2c1,5HT6,5.39083262569798,CHEMBL309750
Brc1cccc(Cn2ccc3c(N[C@H]4CCNC4)nc4ccccc4c32)c1,5HT6,8.0,CHEMBL5417937
Brc1cccc(N2CCN(Cc3cc4ccccn4n3)CC2)n1,D2,6.157577319177793,CHEMBL272396
Brc1cccc(N2CCN(Cc3cnn4ccccc34)CC2)n1,D2,6.7508447231052,CHEMBL272395
Brc1cccc(OCC2CCN(CC3CC3)CC2)c1,D2,5.0,CHEMBL289196
Brc1ccccc1OCC1=NCCN1,5HT1A,6.250001023441651,CHEMBL2431279
Brc1ccnc2c1CCC1CNCCN21,5HT2A,5.406713932979542,CHEMBL5778967
Brc1ccnc2c1CC[C@@H]1CNCCCN21,5HT2A,5.856985199745905,CHEMBL5926798
Brc1ccnc2c1CC[C@@H]1CNCCN21,5HT2A,5.5406075122407685,CHEMBL4213971
Brc1ccsc1C1=NNC(c2ccc(N3CCCCC3)cc2)C1,Kappa,4.5003129173815966,CHEMBL2238297
Brc1cncc2c1CC[C@@H]1CNCCN21,5HT2A,7.140861702705469,CHEMBL6018455
C#CC(=O)N[C@@H]1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,5HT7,7.638272163982407,CHEMBL284653
C#CC(=O)Nc1ccc2c(c1)/C(=C/c1ccc[nH]1)C(=O)N2,Kappa,7.301029995663981,CHEMBL1802387
C#CC(C#C)=C1CCC(N(CCC)CCC)CC1,D2,4.809894379144197,CHEMBL165022
C#CC(O)C(=O)N(CC)CCN1CCC(c2noc3cc(F)ccc23)CC1,5HT2A,8.657577319177793,CHEMBL5862580
C#CC(O)C(=O)N(CC)CCN1CCC(c2noc3cc(F)ccc23)CC1,D2,7.0,CHEMBL5862580
C#CC1(OC(N)=O)CCCCC1,5HT1A,5.0,CHEMBL1576
C#CC1(OC(N)=O)CCCCC1,5HT2A,5.0,CHEMBL1576
C#CC1(OC(N)=O)CCCCC1,D2,5.0,CHEMBL1576
C#CC1(OC(N)=O)CCCCC1,Delta,4.522878745280337,CHEMBL1576
C#CC1(OC(N)=O)CCCCC1,H1,5.0,CHEMBL1576
C#CC1=CCC(N(CCC)CCC)CC1,D2,5.5452219853794125,CHEMBL162762
C#CC1=CCC(N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,D2,7.382235776546225,CHEMBL484358
C#CC1=CCC(N(CCC)CCCCn2cc(-c3ccc(-c4ccccc4)cc3)nn2)CC1,D2,6.492110621805479,CHEMBL484202
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,D2,7.795880017344075,CHEMBL2397480
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cc3ccccn3n2)CC1,D2,7.180456064458131,CHEMBL2397391
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,5HT2A,5.045757490560675,CHEMBL2396663
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,D2,7.736830361305078,CHEMBL2396663
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1,5HT2A,5.096910013008056,CHEMBL3577342
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1,D2,7.2839966563652,CHEMBL3577342
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1,D2,8.4089353929735,CHEMBL2397478
C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2cnn3ccccc23)CC1,D2,8.10790539730952,CHEMBL2397476
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1,D2,7.494850021680094,CHEMBL2397479
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccn3n2)CC1,D2,7.200659450546418,CHEMBL2397390
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,5HT2A,4.552841968657781,CHEMBL2397389
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1,D2,7.502182402701225,CHEMBL2397389
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1,5HT2A,4.853871964321762,CHEMBL3577343
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cn(CCCC)nn3)c(OC)c2)CO1,D2,6.3872161432802645,CHEMBL3577343
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1,D2,8.096910013008056,CHEMBL2397477
C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cnn3ccccc23)CC1,D2,8.148741651280925,CHEMBL2397392
C#CCC(Cc1cnc2cc(N)cc(N)c2n1)c1ccc(C(=O)NC(CCCNC(=O)c2ccccc2C(=O)O)C(=O)O)cc1,Kappa,8.886056647693163,CHEMBL47919
C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,5HT7,7.522878745280337,CHEMBL306438
C#CCCC(=O)Nc1ccc(CCN(CCC)C2CCc3c(O)cccc3C2)cc1,D2,7.769551078621726,CHEMBL4242192
C#CCCCC#Cc1cn(C/C=C2\OC(=O)C(OCc3ccccc3)=C2OCc2ccccc2)c(=O)[nH]c1=O,Kappa,4.259637310505756,CHEMBL388690
C#CCCCCCCCc1cc(C(=O)OC)c(N)s1,Kappa,6.823908740944319,CHEMBL4100992
C#CCCCCN(CCC)C1Cc2ccccc2C1,D2,7.59602963939225,CHEMBL4781480
C#CCCCSc1cc(OC)c(CCN)cc1OC,5HT2A,8.670016005393919,CHEMBL5591197
C#CCCCc1cc2cn(C/C=C3\OC(=O)C(OCc4ccccc4)=C3OCc3ccccc3)c(=O)nc2o1,Kappa,4.026872146400302,CHEMBL241982
C#CCCSc1nnc2c(n1)C(C)(C)[C@@H]1CC[C@]3(C)[C@H](CC[C@@H]4[C@H]5[C@H](C(=C)C)CC[C@]5(C(=O)O)CC[C@]43C)[C@@]1(C)C2,Kappa,5.920818753952375,CHEMBL3289388
C#CCN(C)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,5HT2A,9.138190082242268,CHEMBL5618531
C#CCN(C)Cc1ccc(OCCCCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1,5HT6,6.863279432843593,CHEMBL4780366
C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1,5HT6,6.853871964321762,CHEMBL4778708
C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1,5HT1A,6.164943898279883,CHEMBL4741978
C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1,5HT2A,6.376750709602099,CHEMBL4741978
C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1,5HT6,6.742858976069811,CHEMBL4741978
C#CCN(C)Cc1ccc(OCCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1,D2,6.089909454405932,CHEMBL4741978
C#CCN(C)Cc1ccc(OCCCCN2CCN(c3cccc4c3ccn4Cc3cccc(Cl)c3)CC2)cc1,5HT6,6.709965388637482,CHEMBL4786924
C#CCN(C)Cc1ccc(OCCCCN2CCN(c3cccc4c3ccn4S(=O)(=O)c3ccccc3)CC2)cc1,5HT6,7.267606240177031,CHEMBL4761469
C#CCN(C)Cc1ccccc1,5HT1A,4.522878745280337,CHEMBL673
C#CCN(C)Cc1ccccc1,5HT2A,4.522878745280337,CHEMBL673
C#CCN(C)Cc1ccccc1,D2,4.522878745280337,CHEMBL673
C#CCN(C)Cc1ccccc1,Delta,4.522878745280337,CHEMBL673
C#CCN(C)Cc1ccccc1,H1,4.522878745280337,CHEMBL673
C#CCN(C)[C@H](C)Cc1ccccc1,5HT1A,5.0,CHEMBL972
C#CCN(C)[C@H](C)Cc1ccccc1,5HT2A,5.0,CHEMBL972
C#CCN(C)[C@H](C)Cc1ccccc1,D2,5.0,CHEMBL972
C#CCN(C)[C@H](C)Cc1ccccc1,Delta,4.522878745280337,CHEMBL972
C#CCN(C)[C@H](C)Cc1ccccc1,H1,5.0,CHEMBL972
C#CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,5HT2A,9.262309703428318,CHEMBL5619700
C#CCN(CCCCN1CCN(c2cccc(Cl)c2Cl)CC1)C1CCc2ccc(O)cc2C1,D2,8.132532512140948,CHEMBL157035
C#CCN(CCCCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,D2,7.482804102050026,CHEMBL157293
C#CCN(CCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1,D2,6.610833915635467,CHEMBL158013
C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)O)c(F)c1,5HT7,5.853871964321762,CHEMBL37106
C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)O)cc1,5HT7,5.698970004336019,CHEMBL291084
C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N(CC#C)[C@@H](CCC(=O)O)C(=O)O)c(F)c1,5HT7,6.2441251443275085,CHEMBL30179
C#CCN(Cc1cc2c(O)nc(C)nc2cc1C)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N(CC)[C@@H](CCC(=O)O)C(=O)O)c(F)c1,5HT7,6.657577319177793,CHEMBL35926
C#CCN(Cc1ccc(F)cc1)c1cc(C)c(NC(=O)OC)c(C)c1,5HT7,6.519289452966776,CHEMBL5180351
C#CCN(Cc1ccc2[nH]c(N)nc(=O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Kappa,6.1338031200885155,CHEMBL422395
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C#N)c(C(F)(F)F)c1,Kappa,5.552841968657781,CHEMBL444870
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C#N)c(Cl)c1,Kappa,5.173925197299173,CHEMBL353951
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C#N)cc1,Kappa,5.301029995663981,CHEMBL174478
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,Kappa,7.452066773260729,CHEMBL25889
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CC(C)(C)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5HT7,5.853871964321762,CHEMBL287693
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CC(C)C(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5HT7,5.468521082957745,CHEMBL36721
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N(C)CC(=O)O)cc1,5HT7,5.130768280269024,CHEMBL35941
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)O)c(F)c1,5HT7,5.7447274948966935,CHEMBL264609
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N(C)[C@@H](CCC(=O)O)C(=O)O)cc1,5HT7,5.795880017344075,CHEMBL288615
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N2CCCC2C(=O)O)cc1,5HT7,5.2543191530828635,CHEMBL284613
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)NC(C)(C)C(=O)O)cc1,5HT7,5.1487416512809245,CHEMBL34857
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,5HT7,5.568636235841012,CHEMBL288666
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(C(=O)c2ccccc2)cc1,Kappa,5.113509274827518,CHEMBL171418
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(Cl)cc1,Kappa,5.3979400086720375,CHEMBL170626
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)C(F)(F)F)cc1,Kappa,5.560667306169737,CHEMBL170177
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)N2CCN(C)CC2)cc1,Kappa,5.0,CHEMBL171641
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)N2CCNCC2)cc1,Kappa,4.318758762624412,CHEMBL433923
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,Kappa,5.346787486224656,CHEMBL170573
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)NCC(=O)O)c(C(F)(F)F)c1,Kappa,4.113509274827518,CHEMBL171754
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2)c(C(F)(F)F)c1,Kappa,5.455931955649724,CHEMBL291548
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2)c(Cl)c1,Kappa,5.823908740944319,CHEMBL162076
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2)c(F)c1,Kappa,5.698970004336019,CHEMBL158542
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2)cc1,Kappa,5.795880017344075,CHEMBL417222
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2C)c(C(F)(F)F)c1,Kappa,5.698970004336019,CHEMBL159144
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2C)cc1,Kappa,5.568636235841012,CHEMBL159364
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)c2ccccc2Cl)cc1,Kappa,6.221848749616356,CHEMBL159213
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(=O)(=O)n2ccc3ccccc32)cc1,Kappa,5.886056647693163,CHEMBL299928
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc(S(N)(=O)=O)cc1,Kappa,4.585026652029182,CHEMBL173683
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([N+](=O)[O-])c(C(F)(F)F)c1,Kappa,4.978810700930062,CHEMBL171180
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([N+](=O)[O-])cc1,Kappa,5.318758762624412,CHEMBL367651
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2)c(C(F)(F)F)c1,Kappa,5.522878745280337,CHEMBL161450
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2)c(Cl)c1,Kappa,5.638272163982407,CHEMBL160215
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2)c(F)c1,Kappa,5.853871964321762,CHEMBL161025
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2)cc1,Kappa,5.346787486224656,CHEMBL162754
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2C)c(C(F)(F)F)c1,Kappa,5.522878745280337,CHEMBL157702
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2C)cc1,Kappa,5.455931955649724,CHEMBL159209
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccc([S+]([O-])c2ccccc2Cl)cc1,Kappa,5.236572006437063,CHEMBL161685
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1cccc(Br)c1,Kappa,5.2441251443275085,CHEMBL172085
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1cccc(C#C)c1,Kappa,5.619788758288394,CHEMBL422735
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1cccc(C(C)O)c1,Kappa,4.309803919971486,CHEMBL171189
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1cccc(C(F)(F)F)c1,Kappa,5.366531544420413,CHEMBL301423
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1cccc(C)c1,Kappa,5.301029995663981,CHEMBL170767
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1cccc(CC)c1,Kappa,5.301029995663981,CHEMBL171549
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1cccc(CO)c1,Kappa,4.267606240177032,CHEMBL355011
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1cccc(I)c1,Kappa,5.275724130399211,CHEMBL170204
C#CCN(Cc1ccc2nc(C)nc(O)c2c1)c1ccccc1,Kappa,4.97061622231479,CHEMBL57333
C#CCN(Cc1ccc2nc(C)nc(S)c2c1)c1cccc(C(F)(F)F)c1,Kappa,5.251811972993799,CHEMBL177208
C#CCN1C(=O)[C@H](C)[C@@H]2CC[C@@H](C)[C@@H]3CC[C@@]4(C)OO[C@]32[C@H]1O4,Kappa,3.9829666607012193,CHEMBL4089994
C#CCN1CCC(CCC(=O)c2ccc(N3CCN(CCCCc4c[nH]c5ccc(C#N)cc45)CC3)cc2)CC1,5HT1A,7.537602002101044,CHEMBL5084736
C#CCN1CCC2(CC1)OC=C(c1ccccc1)C2=O,D2,4.619788758288394,CHEMBL553666
C#CCN1CCC[C@@H](c2cccc(C#N)c2)C1,D2,6.296197487850193,CHEMBL91228
C#CCN1CCN(CCCOc2ccc3c(ccn3S(=O)(=O)c3ccc(C(=O)NNCCC)cc3)c2)CC1,5HT6,4.513569521145566,CHEMBL5613964
C#CCN1CCN(CCCOc2ccc3c(ccn3S(=O)(=O)c3ccc(C(=O)NO)cc3)c2)CC1,5HT6,5.195451691611944,CHEMBL5612289
C#CCN1CC[C@]23CCCCC2[C@H]1Cc1ccc(OC(=O)CCCCCCCCC(=O)Oc2ccc4c(c2)[C@@]25CCCCC2[C@@H](C4)N(CC#C)CC5)cc13,Delta,6.721246399047171,CHEMBL372823
C#CCN1CC[C@]23CCCC[C@H]2[C@H]1C(=O)c1ccc(O)cc13,Delta,5.638272163982407,CHEMBL298571
C#CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,Delta,9.207608310501746,CHEMBL1790045
C#CCN1CN(c2ccccc2)C2(CCN(C(c3ccccc3)c3ccccc3)CC2)C1=O,Delta,4.356300635360686,CHEMBL474708
C#CCNC1CCc2c(OCCCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21,5HT6,6.586700235918748,CHEMBL4745652
C#CCNC1CCc2c(OCCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21,5HT6,6.651695136951839,CHEMBL4754407
C#CCNC1CCc2c(OCCCCCN3CCN(c4cccc5c4ccn5S(=O)(=O)c4ccccc4)CC3)cccc21,5HT6,7.292429823902063,CHEMBL4780498
C#CCNC1CCc2c(OCCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21,5HT6,6.94692155651658,CHEMBL4794139
C#CCNC1CCc2c(OCCCCN3CCN(c4cccc5c4ccn5S(=O)(=O)c4ccccc4)CC3)cccc21,5HT6,7.301029995663981,CHEMBL4742220
C#CCNC1CCc2c(OCCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21,5HT6,7.113509274827518,CHEMBL4780446
C#CCNC1CCc2c(OCCN3CCN(c4cccc5c4ccn5Cc4cccc(Cl)c4)CC3)cccc21,5HT6,7.0,CHEMBL4793457
C#CCNC1CCc2cc(OCCCN3CCCCC3)ccc21,D2,5.0,CHEMBL4545912
C#CCNC1CCc2cc(OCCCN3CCCCC3)ccc21,H1,5.0,CHEMBL4545912
C#CCN[C@@H]1CCc2ccccc21,5HT1A,4.522878745280337,CHEMBL887
C#CCN[C@@H]1CCc2ccccc21,5HT2A,4.522878745280337,CHEMBL887
C#CCN[C@@H]1CCc2ccccc21,5HT6,8.853871964321762,CHEMBL887
C#CCN[C@@H]1CCc2ccccc21,D2,4.522878745280337,CHEMBL887
C#CCN[C@@H]1CCc2ccccc21,Delta,4.522878745280337,CHEMBL887
C#CCN[C@@H]1CCc2ccccc21,H1,4.522878745280337,CHEMBL887
C#CCNc1nc(N)nc2c1ncn2[C@H]1C[C@H](N=[N+]=[N-])[C@@H](CO)O1,Kappa,4.0,CHEMBL589637
C#CCOC(=O)CC1C(C(=O)OCC#C)=C(N)Oc2ccc(-c3ccc(N)cc3)cc21,Kappa,5.832682665251824,CHEMBL2147958
C#CCOC(=O)[C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,Kappa,4.619788758288394,CHEMBL2179603
C#CCOC(=O)[C@]12CC[C@@H](C(=C)C)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)Cc5nccnc5C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,Kappa,4.346787486224656,CHEMBL5397295
C#CCOC(=O)[C@]12CC[C@@H](C(=C)C=O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,Kappa,6.055517327849831,CHEMBL5400431
C#CCOC(=O)[C@]12CC[C@@H](C(=C)C=O)[C@@H]1[C@H]1CC[C@@H]3[C@@]4(C)Cc5nccnc5C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2,Kappa,6.366531544420413,CHEMBL5424343
C#CCOCC1CC23CCC1(OC)C1Oc4c(OC)ccc5c4[C@@]12CCN(C)[C@@H]3C5,Delta,5.981715691573469,CHEMBL3664540
C#CCOCCOCCOc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,5HT2A,7.248607742651163,CHEMBL4226858
C#CCOc1c(OC)cc2c3c1-c1cc(N)ccc1CC3N(C)CC2,5HT1A,6.368556230986828,CHEMBL4636589
C#CCOc1c(OC)cc2c3c1-c1cc(N)ccc1CC3N(C)CC2,5HT2A,6.422508200162774,CHEMBL4636589
