"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL201177";"";"None";"304.44";"0";"4.57";"7d";"CN1CCCC(c2ccccc2)c2[nH]c3ccccc3c2CC1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL859835";"Inhibition of binding to human D2L receptor expressed in HEK 293 cells by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147728";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";""
"CHEMBL201739";"";"None";"260.34";"0";"3.63";"15";"c1ccc2c(c1)CN1CCc3c([nH]c4ccccc34)C21";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL859835";"Inhibition of binding to human D2L receptor expressed in HEK 293 cells by radioligand binding assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147728";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3307715";"";"";"";""
"CHEMBL5940523";"";"None";"469.64";"0";"2.11";"BDBM301903";"Cc1nc(N2CCN(CCCCNC(=O)N3CCn4c(C)nnc4C3)CC2)cc(C(C)(C)C)n1";"Ki";"'='";"10541.0";"nM";"4.98";"";"787769";"UO_0000065";"10.60";"0.20";"2.87";"5.22";"1";"CHEMBL5733900";"Radioligand Binding Assay: Stably transfected HEK cells expressing the human D2-long and the D3 dopamine receptor were developed using the pIRESneo2 bicistronic expression vector (Clontech, Palo Alto, Calif.). Levels of expression of human D2 and D3 dopamine receptors in HEK cells were 57, 941±14,686 fmol/mg protein and 4202±1516 fmol/mg protein, respectively. Competition curves were performed using 125I-IABN. Membrane homogenates (50 μL) were suspended in 50 mM Tris-HCl/150 mM NaCl/10 mM EDTA buffer, pH 7.5 and incubated with 50 μL of 125I-IABN at 37° C. for 60 min. Nonspecific binding was defined using 4 μM (+)-butaclamol. The radioligand concentration used was approximately equal to the Kd value, and the concentration of the competitive inhibitor ranged over five orders of magnitude. Binding was terminated by the addition of cold wash buffer (10 mM Tris-HCl/150 mM NaCl, pH 7.4) and filtration over a glass-fiber filter (Schleicher and Schuell No. 32). Filters were washed with 10 mL of cold buffer, and the radioactivity was quantitated. A Packard Cobra gamma counter was used for 125I-labeled radioligands (efficiency=75%). The protein concentration was determined using a BCA reagent (Pierce) with bovine serum albumin as the protein standard.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727033";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"10541.0"
"CHEMBL5821609";"";"None";"517.72";"1";"4.54";"BDBM301909";"Cc1ccc2[nH]c3c(c2c1)CN(C(=O)NCCCCN1CCN(c2cc(C(C)(C)C)nc(C)n2)CC1)CC3";"Ki";"'='";"5485.0";"nM";"5.26";"";"787781";"UO_0000065";"10.16";"0.19";"0.72";"6.54";"1";"CHEMBL5733900";"Radioligand Binding Assay: Stably transfected HEK cells expressing the human D2-long and the D3 dopamine receptor were developed using the pIRESneo2 bicistronic expression vector (Clontech, Palo Alto, Calif.). Levels of expression of human D2 and D3 dopamine receptors in HEK cells were 57, 941±14,686 fmol/mg protein and 4202±1516 fmol/mg protein, respectively. Competition curves were performed using 125I-IABN. Membrane homogenates (50 μL) were suspended in 50 mM Tris-HCl/150 mM NaCl/10 mM EDTA buffer, pH 7.5 and incubated with 50 μL of 125I-IABN at 37° C. for 60 min. Nonspecific binding was defined using 4 μM (+)-butaclamol. The radioligand concentration used was approximately equal to the Kd value, and the concentration of the competitive inhibitor ranged over five orders of magnitude. Binding was terminated by the addition of cold wash buffer (10 mM Tris-HCl/150 mM NaCl, pH 7.4) and filtration over a glass-fiber filter (Schleicher and Schuell No. 32). Filters were washed with 10 mL of cold buffer, and the radioactivity was quantitated. A Packard Cobra gamma counter was used for 125I-labeled radioligands (efficiency=75%). The protein concentration was determined using a BCA reagent (Pierce) with bovine serum albumin as the protein standard.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727033";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"5485.0"
"CHEMBL210404";"";"None";"349.44";"0";"2.60";"3b";"COc1ccccc1N1CCN(Cc2cnn(-c3ccccn3)c2)CC1";"Ki";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"21.49";"0.39";"4.91";"16.18";"0";"CHEMBL871243";"Displacement of [3H]spiperone from human cloned dopamine D2(short) receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147793";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3308072";"";"";"";"31.0"
"CHEMBL210578";"";"None";"401.91";"0";"4.96";"1";"O=C(CCCN1C2CCC1CC(O)(c1ccc(Cl)cc1)C2)c1ccc(F)cc1";"Ki";"'='";"1.6";"nM";"8.80";"";"";"UO_0000065";"21.89";"0.43";"3.84";"21.70";"0";"CHEMBL868244";"Binding affinity to human cloned dopamine D2 receptor by radioligand binding assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148503";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"1.6"
"CHEMBL25236";"BP-897";"None";"417.55";"0";"4.18";"3a";"COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1";"Ki";"'='";"200.0";"nM";"6.70";"";"";"UO_0000065";"16.04";"0.30";"2.52";"14.95";"0";"CHEMBL860507";"Displacement of [3H]spiperone from human D2 short receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148643";"1";"Scientific Literature";"J Med Chem";"2006";"CHEMBL3308072";"";"";"";"200.0"
"CHEMBL2397381";"";"None";"393.91";"0";"4.44";"19";"CN1CCc2ccc(Cc3ccccc3)c3c2[C@H]1Cc1ccc(O)c(O)c1-3.Cl";"Ki";"'='";"77.0";"nM";"7.11";"";"";"UO_0000065";"19.90";"0.36";"2.67";"16.28";"0";"CHEMBL2399862";"Displacement of [3H]raclopride from human dopamine D2L receptor expressed in HEK293 cells by scintillation counting analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396540";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"CHEMBL3307715";"";"";"";"77.0"
"CHEMBL4104596";"";"None";"444.00";"0";"4.51";"19";"Cc1cccc(S(=O)(=O)NCCN2CC=C(c3c(C)[nH]c4ccc(Cl)cc34)CC2)c1";"Ki";"'='";"350.0";"nM";"6.46";"";"";"UO_0000065";"14.54";"0.29";"1.95";"9.90";"0";"CHEMBL4041093";"Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4038339";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"350.0"
"CHEMBL4071451";"";"None";"449.55";"0";"4.53";"22";"O=S(=O)(NCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1)c1ccc2ccccc2c1";"Ki";"'='";"14.0";"nM";"7.85";"";"";"UO_0000065";"17.47";"0.34";"3.32";"12.05";"0";"CHEMBL4041093";"Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4038339";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"14.0"
"CHEMBL4069237";"";"None";"480.03";"1";"5.43";"32";"O=S(=O)(NCCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1cccc2ccccc12";"Ki";"'='";"2.8";"nM";"8.55";"";"";"UO_0000065";"17.82";"0.35";"3.12";"13.12";"0";"CHEMBL4041093";"Displacement of [3H]-methylspiperone from human D2 receptor expressed in CHO-K1 cells after 60 mins by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4038339";"1";"Scientific Literature";"J Med Chem";"2017";"None";"";"";"";"2.8"
"CHEMBL4066916";"";"None";"236.27";"0";"0.57";"11d";"Oc1ccc(N2CCNCC2)c2c1OCCO2";"Ki";"'='";"6000.0";"nM";"5.22";"";"";"UO_0000065";"22.10";"0.42";"4.65";"9.68";"0";"CHEMBL4046974";"Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"6000.0"
"CHEMBL4103639";"";"None";"461.52";"0";"2.68";"8a";"O=Cc1cnn2ccc(OCCCCN3CCN(c4ccc(O)c5[nH]c(=O)ccc45)CC3)cc12";"Ki";"'='";"1.0";"nM";"9.00";"";"";"UO_0000065";"19.50";"0.36";"6.32";"8.72";"0";"CHEMBL4046973";"Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"1.0"
"CHEMBL1112";"ARIPIPRAZOLE";"4.0";"448.39";"0";"4.86";"ARI";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"Ki";"'='";"0.52";"nM";"9.28";"";"";"UO_0000065";"20.71";"0.42";"4.42";"20.72";"1";"CHEMBL4046973";"Displacement of [3H]spiperone from human D2LR expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"0.52"
"CHEMBL1112";"ARIPIPRAZOLE";"4.0";"448.39";"0";"4.86";"ARI";"O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1";"Ki";"'='";"0.38";"nM";"9.42";"";"";"UO_0000065";"21.01";"0.43";"4.56";"21.02";"1";"CHEMBL4046974";"Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"0.38"
"CHEMBL4064191";"";"None";"245.28";"0";"0.64";"11a";"O=c1ccc2c(N3CCNCC3)ccc(O)c2[nH]1";"Ki";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"24.14";"0.45";"5.28";"8.66";"0";"CHEMBL4046974";"Displacement of [3H]spiperone from human D2SR expressed in CHO cell membranes";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043213";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"None";"";"";"";"1200.0"
"CHEMBL5812507";"";"None";"463.60";"1";"5.04";"BDBM457891";"COc1cccc(C(c2ccccn2)N(C)CC2CCN(CCOc3ccccc3F)CC2)c1";"Ki";"'='";"55.0";"nM";"7.26";"";"944035";"UO_0000065";"15.66";"0.29";"2.22";"19.19";"0";"CHEMBL5735619";"radioligand binding assay: radioligand binding assay.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5727893";"37";"BindingDB Patent Bioactivity Data";"";"2020";"None";"";"";"";"55.0"
"CHEMBL1224697";"";"None";"384.55";"0";"4.20";"9";"CCN1C[C@H]2C[C@@]2(c2ccc(NS(=O)(=O)c3ccc(C(C)C)cc3)cc2)C1";"Ki";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1225698";"Antagonist activity at dopamine D2 receptor by GTPgammaS binding assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221332";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"7.0"
"CHEMBL1223657";"";"None";"356.49";"0";"3.47";"19, enantiomer-1";"CC(C)c1ccc(S(=O)(=O)Nc2ccc(C34CNCC3C4)cc2)cc1";"Ki";"'='";"501.19";"nM";"6.30";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1225698";"Antagonist activity at dopamine D2 receptor by GTPgammaS binding assay";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1221332";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"6.3"
"CHEMBL2397389";"";"None";"414.59";"1";"5.69";"(R)-1";"C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(-c3ccccc3)cc2)CC1";"Ki";"'='";"18.0";"nM";"7.75";"";"";"UO_0000065";"18.68";"0.34";"2.05";"23.95";"0";"CHEMBL2400820";"Displacement of [3H]spiperone from human dopamine D2S receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396548";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3308072";"";"";"";"18.0"
"CHEMBL2397479";"";"None";"394.58";"1";"5.24";"(R)-2d";"C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2cc3ccccc3s2)CC1";"Ki";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"18.99";"0.37";"2.25";"23.18";"0";"CHEMBL2400822";"Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396548";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3308072";"";"";"";"32.0"
"CHEMBL2397477";"";"None";"549.76";"2";"5.43";"(R)-2c";"C#CC1=CC[C@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1";"Ki";"'='";"8.0";"nM";"8.10";"";"";"UO_0000065";"14.73";"0.28";"2.67";"9.93";"0";"CHEMBL2400822";"Displacement of [3H]spiperone from human dopamine D2L receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396548";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3308072";"";"";"";"8.0"
"CHEMBL2397478";"";"None";"549.76";"2";"5.43";"(S)-2c";"C#CC1=CC[C@@H](N(CCC)CCCCNC(=O)c2ccc(OCCCc3cnn(CCCC)n3)c(OC)c2)CC1";"Ki";"'='";"0.53";"nM";"9.28";"";"";"UO_0000065";"16.87";"0.32";"3.85";"11.38";"0";"CHEMBL2400821";"Displacement of [3H]7-OH-DPAT from human dopamine D2L receptor expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396548";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3308072";"";"";"";"0.53"
"CHEMBL28437";"";"None";"379.44";"0";"3.89";"(+/-)-2";"CCCN(CCC)C1CCc2cccc(OS(=O)(=O)C(F)(F)F)c2C1";"Ki";"'='";"62.0";"nM";"7.21";"";"";"UO_0000065";"19.00";"0.39";"3.32";"15.46";"0";"CHEMBL673095";"In vitro binding affinity towards Dopamine receptor D2 by using [3H]U-86170 as radioligand";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128298";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"62.0"
"CHEMBL1209157";"";"None";"395.48";"0";"4.33";"10k";"COc1ccc(OC)c(C2CCN(Cc3cnn(-c4ccccc4F)c3C)C2)c1";"Ki";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1211964";"Binding affinity to dopamine D2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1208761";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";"";"";"";"1.0"
"CHEMBL240022";"";"None";"408.50";"0";"4.36";"25";"COc1cc2c(cc1OC)CN(/C=N/c1ccc3c(c1)C(OC(C)=O)CCC3)CC2";"Ki";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"12.14";"0.23";"0.60";"8.22";"0";"CHEMBL886705";"Displacement of [3H]spiperone from dopamine D2 receptor";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139165";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"11.0"
"CHEMBL441618";"";"None";"290.41";"0";"3.79";"LE-300(1)";"CN1CCc2ccccc2Cc2[nH]c3ccccc3c2CC1";"Ki";"'='";"44.7";"nM";"7.35";"";"";"UO_0000065";"25.31";"0.46";"3.56";"38.62";"1";"CHEMBL861435";"Displacement of [3H]spiperone from D2L dopamine receptor";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138197";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"44.7"
"CHEMBL252342";"";"None";"392.59";"0";"3.66";"18";"CCCN(CCN1CCN(c2ccccc2)CC1)C1CCc2ccc(N)cc2C1";"Ki";"'='";"638.0";"nM";"6.20";"";"";"UO_0000065";"15.78";"0.29";"2.54";"17.33";"0";"CHEMBL926379";"Displacement of [3H]spiperone from human cloned dopamine D2L receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140704";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";"";"638.0"
"CHEMBL157293";"";"None";"417.60";"0";"3.79";"(+)-10";"C#CCN(CCCCN1CCN(c2ccccc2)CC1)C1CCc2ccc(O)cc2C1";"Ki";"'='";"32.9";"nM";"7.48";"";"";"UO_0000065";"17.92";"0.33";"3.69";"24.98";"0";"CHEMBL926379";"Displacement of [3H]spiperone from human cloned dopamine D2L receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL217";"D(2) dopamine receptor";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140704";"1";"Scientific Literature";"J Med Chem";"2008";"CHEMBL3307715";"";"";"";"32.9"
